x1_NEWUOA,y1_NEWUOA,x1_BOBYQA,y1_BOBYQA,x1_LINCOA,y1_LINCOA,x1_COBYLA,y1_COBYLA,x2_NEWUOA,y2_NEWUOA,x2_BOBYQA,y2_BOBYQA,x2_LINCOA,y2_LINCOA,x2_COBYLA,y2_COBYLA,x3_NEWUOA,y3_NEWUOA,x3_BOBYQA,y3_BOBYQA,x3_LINCOA,y3_LINCOA,x3_COBYLA,y3_COBYLA,x4_NEWUOA,y4_NEWUOA,x4_BOBYQA,y4_BOBYQA,x4_LINCOA,y4_LINCOA,x4_COBYLA,y4_COBYLA,x5_NEWUOA,y5_NEWUOA,x5_BOBYQA,y5_BOBYQA,x5_LINCOA,y5_LINCOA,x5_COBYLA,y5_COBYLA,x6_NEWUOA,y6_NEWUOA,x6_BOBYQA,y6_BOBYQA,x6_LINCOA,y6_LINCOA,x6_COBYLA,y6_COBYLA,x7_NEWUOA,y7_NEWUOA,x7_BOBYQA,y7_BOBYQA,x7_LINCOA,y7_LINCOA,x7_COBYLA,y7_COBYLA,x8_NEWUOA,y8_NEWUOA,x8_BOBYQA,y8_BOBYQA,x8_LINCOA,y8_LINCOA,x8_COBYLA,y8_COBYLA,x9_NEWUOA,y9_NEWUOA,x9_BOBYQA,y9_BOBYQA,x9_LINCOA,y9_LINCOA,x9_COBYLA,y9_COBYLA
0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.5,0.0031847133757961785,0.5,0.0031847133757961785,0.5,0.0031847133757961785,0.5,0.0031847133757961785
0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.07692307692307693,0.0031847133757961785,0.5,0.0031847133757961785,0.5,0.0031847133757961785,0.5,0.0031847133757961785,0.5,0.0031847133757961785
0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.5,0.003821656050955414,0.5,0.003821656050955414,0.5,0.003821656050955414,0.5,0.003821656050955414
0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.07692307692307693,0.003821656050955414,0.5,0.003821656050955414,0.5,0.003821656050955414,0.5,0.003821656050955414,0.5,0.003821656050955414
0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.5,0.0044585987261146496,0.5,0.0044585987261146496,0.5,0.0044585987261146496,0.5,0.0044585987261146496
0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.07692307692307693,0.0044585987261146496,0.5,0.0044585987261146496,0.5,0.0044585987261146496,0.5,0.0044585987261146496,0.5,0.0044585987261146496
0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.5,0.005095541401273885,0.5,0.005095541401273885,0.5,0.005095541401273885,0.5,0.005095541401273885
0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.07692307692307693,0.005095541401273885,0.5,0.005095541401273885,0.5,0.005095541401273885,0.5,0.005095541401273885,0.5,0.005095541401273885
0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.5,0.005732484076433121,0.5,0.005732484076433121,0.5,0.005732484076433121,0.5,0.005732484076433121
0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.07692307692307693,0.005732484076433121,0.5,0.005732484076433121,0.5,0.005732484076433121,0.5,0.005732484076433121,0.5,0.005732484076433121
