x1_NEWUOA,y1_NEWUOA,x1_BOBYQA,y1_BOBYQA,x1_LINCOA,y1_LINCOA,x1_COBYLA,y1_COBYLA,x1_UOBYQA,y1_UOBYQA,x2_NEWUOA,y2_NEWUOA,x2_BOBYQA,y2_BOBYQA,x2_LINCOA,y2_LINCOA,x2_COBYLA,y2_COBYLA,x2_UOBYQA,y2_UOBYQA,x3_NEWUOA,y3_NEWUOA,x3_BOBYQA,y3_BOBYQA,x3_LINCOA,y3_LINCOA,x3_COBYLA,y3_COBYLA,x3_UOBYQA,y3_UOBYQA,x4_NEWUOA,y4_NEWUOA,x4_BOBYQA,y4_BOBYQA,x4_LINCOA,y4_LINCOA,x4_COBYLA,y4_COBYLA,x4_UOBYQA,y4_UOBYQA,x5_NEWUOA,y5_NEWUOA,x5_BOBYQA,y5_BOBYQA,x5_LINCOA,y5_LINCOA,x5_COBYLA,y5_COBYLA,x5_UOBYQA,y5_UOBYQA,x6_NEWUOA,y6_NEWUOA,x6_BOBYQA,y6_BOBYQA,x6_LINCOA,y6_LINCOA,x6_COBYLA,y6_COBYLA,x6_UOBYQA,y6_UOBYQA,x7_NEWUOA,y7_NEWUOA,x7_BOBYQA,y7_BOBYQA,x7_LINCOA,y7_LINCOA,x7_COBYLA,y7_COBYLA,x7_UOBYQA,y7_UOBYQA,x8_NEWUOA,y8_NEWUOA,x8_BOBYQA,y8_BOBYQA,x8_LINCOA,y8_LINCOA,x8_COBYLA,y8_COBYLA,x8_UOBYQA,y8_UOBYQA,x9_NEWUOA,y9_NEWUOA,x9_BOBYQA,y9_BOBYQA,x9_LINCOA,y9_LINCOA,x9_COBYLA,y9_COBYLA,x9_UOBYQA,y9_UOBYQA
0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687
0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687,0.0,0.03401360544217687
0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224
0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224
0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616
0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616
0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299
0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299,0.0,0.05442176870748299
0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366
0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.061224489795918366
0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373,0.0,0.06802721088435373
