x1_PDFO,y1_PDFO,x1_PDFO-(no-barrier),y1_PDFO-(no-barrier),x1_BFGS,y1_BFGS,x1_CG,y1_CG,x2_PDFO,y2_PDFO,x2_PDFO-(no-barrier),y2_PDFO-(no-barrier),x2_BFGS,y2_BFGS,x2_CG,y2_CG,x3_PDFO,y3_PDFO,x3_PDFO-(no-barrier),y3_PDFO-(no-barrier),x3_BFGS,y3_BFGS,x3_CG,y3_CG,x4_PDFO,y4_PDFO,x4_PDFO-(no-barrier),y4_PDFO-(no-barrier),x4_BFGS,y4_BFGS,x4_CG,y4_CG,x5_PDFO,y5_PDFO,x5_PDFO-(no-barrier),y5_PDFO-(no-barrier),x5_BFGS,y5_BFGS,x5_CG,y5_CG,x6_PDFO,y6_PDFO,x6_PDFO-(no-barrier),y6_PDFO-(no-barrier),x6_BFGS,y6_BFGS,x6_CG,y6_CG,x7_PDFO,y7_PDFO,x7_PDFO-(no-barrier),y7_PDFO-(no-barrier),x7_BFGS,y7_BFGS,x7_CG,y7_CG,x8_PDFO,y8_PDFO,x8_PDFO-(no-barrier),y8_PDFO-(no-barrier),x8_BFGS,y8_BFGS,x8_CG,y8_CG,x9_PDFO,y9_PDFO,x9_PDFO-(no-barrier),y9_PDFO-(no-barrier),x9_BFGS,y9_BFGS,x9_CG,y9_CG
0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178
0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178,0.0,0.03184713375796178
0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414
0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414,0.0,0.03821656050955414
0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465
0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465,0.0,0.0445859872611465
0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856
0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856,0.0,0.050955414012738856
0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121
0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121,0.0,0.05732484076433121
0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357
0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357,0.0,0.06369426751592357
0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592
0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.0,0.07006369426751592,0.21613343086476552,0.07006369426751592
0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.21613343086476552,0.07643312101910828
0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.0,0.07643312101910828,0.28798076296402464,0.07643312101910828
0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.0,0.08280254777070065,0.28798076296402464,0.08280254777070065
